month,year,meme_id,image_path,related,event,meme,history,creator,tags,event_ua,meme_ua,history_ua,tags_ua
january,2024,found-the-moskva,images/found-the-moskva.jpg,moskva;promoted;moskva-for-rent,Russian A-50 was downed by Ukraine,Found the Moskva,,,Moskva;A-50,Російський А-50 збили українці,Знайшов Москву,,Москва;А-50
january,2024,hi,images/hi.jpg,smoking-kills;crimean-bridge;crimea-is-ukraine;return-to-crimea;explosion-in-sevastopol;bavovna,,Hi,,Ukrainian Air Force,crimea;Ukrainian air force,,привіт,,крим;ВПС України
january,2024,727,images/727.jpg,budanov-is-alive;romania;kinzhal;king-of-kyiv,Russia launched a massive missile attack on Ukraine in the first days of 2024,Patriot,"Kevin is ""Patriot"", while the shadows are ""Kinzhal""",,Kinzhal;Patriot,Росія завдала масованого ракетного удару по Україні в перші дні 2024 року,Патріот,"Кевін - &quot;Патріот&quot;, а тіні - &quot;Кінжал&quot;",Кінжал;Патріот
january,2024,dont-tell,images/dont-tell.jpg,2024;pager;dogs;tucker;putin-in-mariupol;spotify-wrapped;can-putin-outlast-a-watermelon;2019-2024,New Year 2024,Don’t tell,"""Don't tell anyone what you wished for the New year, because he won't die otherwise"". This meme is alluding to the belief that if you tell someone about your wish, it won't come true. ""He"" is, of course, Vladimir Putin.",@panyanki.art,putin;2024,Новий рік 2024,Не кажи,"«Не кажи нікому, що ти бажав на Новий рік, бо інакше не вмре». Цей мем натякає на віру в те, що якщо ви комусь розкажете про своє бажання, воно не збудеться. &quot;Він&quot; - це, звичайно, Володимир Путін.",Путін;2024 рік
february,2024,about-me,images/about-me.jpg,,,About me,,uamemesforces,,,про мене,,
february,2024,taurus,images/taurus.jpg,tanks;german-tanks;taurus-2;ukrainian-breakfast,Olaf Scholz opposed the supply of long-ranged Taurus missiles to Ukraine,Taurus,"On February 26, German Chancellor Olaf Scholz once again opposed the supply of long-range Taurus missiles to Ukraine.",,Scholz;Taurus,Олаф Шольц виступив проти постачання Україні ракет великої дальності Taurus,Телець,26 лютого канцлер Німеччини Олаф Шольц знову виступив проти постачання Україні ракет великої дальності Taurus.,Шольц;Телець
february,2024,johnson,images/johnson.jpg,,Mike Johnson blocked the bill to help Ukraine,Johnson,Speaker of the US House of Representatives Mike Johnson had been blocking the bill to help Ukraine for a long time.,,Mike Johnson;US;Congress,Майк Джонсон заблокував законопроект про допомогу Україні,Джонсон,Спікер Палати представників Конгресу США Майк Джонсон тривалий час блокував законопроект про допомогу Україні.,Майк Джонсон;США;Конгрес
february,2024,love-is,images/love-is.jpg,moskva;moskva-for-rent;russian-warship-go-fck-yourself,Ukraine sank the Russian large amphibious assault ship Caesar Kunikov.,Love is,"On February 14, on Valentine's Day, unmanned surface vehicles of the GUR attacked and sank the Russian large amphibious assault ship Caesar Kunikov.",,russian warship,Україна потопила російський великий десантний корабель &quot;Цезар Куников&quot;.,Любов є,"14 лютого, в День Святого Валентина, безпілотні надводні апарати ГУР атакували і потопили російський великий десантний корабель «Цезар Куников».",російський військовий корабель
february,2024,tucker,images/tucker.jpg,putin-hague-2;russian-revolution;pager;putin-in-mariupol;have-they-surrendered;putin-hague;dogs;dont-tell,Tucker Carlson interviewed Vladimir Putin,Tucker,"On February 9, American host Tucker Carlson interviewed Vladimir Putin. The interview lasted over two hours. Putin began with a long history lesson, making false claims about Ukraine's sovereignty.",,putin;tucker carlson,Такер Карлсон взяв інтерв&#39;ю у Володимира Путіна,Такер,"9 лютого американський ведучий Такер Карлсон взяв інтерв&#39;ю у Володимира Путіна. Інтерв&#39;ю тривало понад дві години. Путін почав з довгого уроку історії, зробивши неправдиві заяви про суверенітет України.",Путін;Такер Карлсон
march,2024,shevchenko,images/shevchenko.jpeg,,"On March 9, Ukrainians celebrate the birthday of their national poet, Taras Shevchenko",Shevchenko,"The image depicts Taras Shevchenko with modern weapons and his quote, which is really relevant to this historical moment.",Kit Inzhyr,Taras Shevchenko,9 березня українці відзначають день народження свого народного поета Тараса Шевченка,Шевченка,"На зображенні зображено Тараса Шевченка з сучасною зброєю та його цитату, яка дійсно актуальна для цього історичного моменту.",Тарас Шевченко
march,2024,march-8,images/march-8.jpeg,,March 8 is the International Women's Day,March 8,"""Congratulate you on the spring holiday, dear ladies! Here are some dead Russians for you"" ""OMG, how beautiful!""",,March 8,8 березня – Міжнародний жіночий день,8 березня,"«Вітаю вас зі святом весни, милі жінки! Ось вам мертві росіяни» «Ой, як красиво!»",8 березня
march,2024,sergey-kotov,images/sergey-kotov.jpg,,"On March 5, 2024 Russian patrol ship Sergey Kotov was sunk by Ukrainian drones",Sergey Kotov,,,Sergey Kotov;Black Sea;Russian fleet,5 березня 2024 року українські безпілотники потопили російський сторожовий корабель &quot;Сергей Котов&quot;.,Sergey Kotov,,Sergey Kotov;Чорне море;російський флот
march,2024,smiling,images/smiling.jpg,budanov-is-alive;shark;climate;prigozhin_and_budanov,,Smiling,,,Budanov;Black sea;Russian fleet,,посміхаючись,,Буданов;Чорне море;російський флот
april,2024,un,images/un.jpg,useless;kakhovka-hpp;698;putin-hague-2,The UN condemned Ukraine's attack on facilities in Tatarstan,UN,"The UN condemned Ukraine's attack on facilities in Tatarstan, which included an attack on a facility producing kamikaze drones. This meme depicts the UN, while the text says: Russia has been attacking Ukrainian civilian infrastructure with missiles, bombs, and drones for three years. Ukraine attacked the facility which produces Russian drones.",GONI,UN;drones,В ООН засудили атаку України на об&#39;єкти в Татарстані,І,"В ООН засудили атаку України на об&#39;єкти в Татарстані, в тому числі на підприємство з виробництва безпілотників-камікадзе. У цьому мемі зображена ООН, а в тексті написано: Росія вже три роки атакує українську цивільну інфраструктуру ракетами, бомбами та безпілотниками. Україна атакувала підприємство з виробництва російських безпілотників.",І;дрони
april,2024,nato,images/nato.jpg,nato-or-nuclear;finland-nato,"On April 4, NATO celebrated its 75th anniversary",NATO,Here we laugh at the fact that Ukraine has already gone through much more tests than the whole NATO did. The text says:  NATO is telling Ukraine about its 75th birthday.,,NATO,4 квітня НАТО відзначила 75-річчя,НАТО,"Тут ми сміємося з того, що Україна вже пройшла через набагато більше випробувань, ніж усе НАТО. У тексті йдеться: НАТО розповідає Україні про своє 75-річчя.",НАТО
april,2024,biolabs,images/biolabs.jpg,,,Biolabs,"U.S. House member Marjorie Taylor Green introduced an amendment to the Ukraine Support Bill that would require Ukraine to “close all of its biolabs.” At the same time, Russian propaganda has repeatedly claimed in its fakes that it is “American biolabs” that operate in Ukraine. The text says: American congresswoman Marjorie Taylor Green: money cannot be used until Ukraine closes its biolabs. The cat says:  You opened them, you should close them.",GONI,biolabs,,Біолабораторії,"Член палати представників Палати представників США Марджорі Тейлор Грін внесла поправку до законопроекту про підтримку України, яка вимагає від України «закрити всі свої біолабораторії». Водночас російська пропаганда у своїх фейках неодноразово заявляла, що в Україні працюють «американські біолабораторії». У тексті йдеться: американська конгресвумен Марджорі Тейлор Грін: гроші не можна використовувати, доки Україна не закриє свої біолабораторії. Кот каже: Ти їх відкрив, тобі треба їх закрити.",біолабораторії
april,2024,dam,images/dam.jpg,,"On April 7, the Orsk Oil Refinery suspended operations due to rising water following the breach of a city dam.",Dam,The text says: The oil refinery in Russia was flooded due to the dam breach. Ukrainian water drones:,GONI,water dam;Orsk,7 квітня Орський НПЗ призупинив роботу через підйом води внаслідок прориву міської дамби.,Дамба,У тексті йдеться: Нафтопереробний завод у Росії затопило через прорив дамби. Українські водні дрони:,водна дамба;Орськ
april,2024,climate,images/climate.jpg,budanov-is-alive;shark;prigozhin_and_budanov;smiling,"As of April 2024, Ukraine had hit 15% of Russia's refinery capacity.",Climate,"As of April 2024, Ukraine had hit 15% of Russia's refinery capacity. The attacks were carried out, in particular, by the Security Service of Ukraine, headed by Vasyl Malyuk, and the Main Intelligence Directorate, headed by Kyrylo Budanov.",,Budanov;Maliuk,Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ.,Клімат,"Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ. Напади здійснили, зокрема, СБУ на чолі з Василем Малюком і Головне управління розвідки на чолі з Кирилом Будановим.",Буданов;Maliuk
may,2024,500000,images/500000.jpg,250-000;russian-mobilization;how-it-started;700000,"Russia's losses amounted to 500,000",500000,The text says:  How many Russians were destroyed in Ukraine?,,dead russian;500 000,Втрати Росії склали 500 тис,500000,У тексті йдеться: скільки росіян знищили в Україні?,мертвий росіянин;500 000
may,2024,windows,images/windows.webp,easter-2;easter,,Windows,"There is a Ukrainian tradition to clean the house before Easter. So, the text here says: ""Jesus checks if the windows are clean before Easter""",GONI,Easter,,вікна,"Перед Великоднем існує українська традиція прибирати в оселі. Отже, текст тут говорить: «Ісус перевіряє, чи чисті вікна перед Великоднем».",Великдень
may,2024,eurovision,images/eurovision.png,stefania,"Eurovision Contest was held in Malmö, Sweden",Eurovision,The text says: My psychological state: France,,Eurovision,Конкурс Євробачення проходив у шведському Мальме,Євробачення,У тексті сказано: Мій психологічний стан: Франція,Євробачення
may,2024,trophies,images/trophies.webp,,"On May 9, Russians had a traditional parade in Moscow",Trophies,"The text is from a Russian newspaper, it says: ""The exhibition of trophies from the special military operation will be held in Moscow on May 9"". The image depicts toilets and washing machines, the typical ""trophies"" taken by the Russians from occupied Ukrainian towns and villages.",GONI,May 9,9 травня росіяни провели традиційний парад у Москві,Трофеї,"Текст із російської газети: «9 травня в Москві пройде виставка трофеїв спецоперації». На зображенні зображені туалети та пральні машини, типові «трофеї», вивезені росіянами з окупованих українських міст і сіл.",9 травня
may,2024,easter-3,images/easter-3.jpg,,,Easter,"The text says: -Can I kill these orcs [Russians]? -Leave them be for now, it's an Easter present",,,,Великдень,"У тексті сказано: -Чи можу я вбити цих орків [росіян]? — Залиште їх поки що, це великодній подарунок",
may,2024,easter-2,images/easter-2.jpg,easter;windows,,Easter,"This meme depicts Jesus coming out from the bomb shelter. The text says: ""Air raid alert cancelled""",Oleksandr Grekhov,Easter,,Великдень,"Цей мем зображує Ісуса, який виходить із бомбосховища. У тексті написано: «Повітряна тривога скасована»",Великдень
june,2024,romania,images/romania.jpg,727;king-of-kyiv,Romania won a Euro-2024 football match with Ukraine,Romania,"Romania won a Euro-2024 football match with Ukraine. However, later news appeared the Romania will provide a Patriot system for Ukraine. Ukrainians immediately saw the connection. The text says: Ukraine-Romania 0:3 Romania will give an air defense Patriot system to Ukraine.",,Euro 2024;Patriot,Румунія виграла футбольний матч Євро-2024 з Україною,Румунія,"Румунія виграла футбольний матч Євро-2024 з Україною. Однак пізніше з&#39;явилася інформація, що Румунія надасть Україні систему Patriot. Українці відразу побачили зв&#39;язок. У тексті йдеться: Україна-Румунія 0:3 Румунія передасть Україні систему протиповітряної оборони Patriot.",Євро 2024;Патріот
june,2024,what-was-it,images/what-was-it.jpg,,Summer thunderstorm in Kyiv,What was it,"Sounds of a summer thunderstorm in Kyiv made a lot of people nervous: -Are you sleeping? -Yes -What was it: a thunder, air defense or a missile?",,air defense;missile,Літня гроза в Києві,Що це було,"Звуки літньої грози в Києві змусили багатьох нервувати: - Ти спиш? -Так -Що це було: грім, ППО чи ракета?",ППО;ракета
june,2024,macron-2,images/macron-2.jpg,macron,Macron announced that France is planning to strengthen its military support of Kyiv,Macron,,,Macron;France,"Макрон заявив, що Франція планує посилити військову підтримку Києва",Макрон,,Макрон;Франція
june,2024,planning,images/planning.webp,blackouts;628;blackouts-3;before-and-after;tariffs;edge;blackout;blackouts-2,,Planning,Ukrainians are full of irony: 2021: planning a trip abroad 2024: planning a trip in an elevator so you won't get stuck  (due to power shortage),@cute_pizza_ / Twitter,blackout,,Планування,"Українці сповнені іронії: 2021: плануєте поїздку за кордон 2024: плануєте поїздку в ліфті, щоб не застрягти (через відключення електроенергії)",затемнення
june,2024,tariffs,images/tariffs.webp,before-and-after;blackout;blackouts-3;lights-on;edge;blackouts;blackouts-2;planning,,Tariffs,"This meme depicts that the topic of power shortage has become the leading one in Ukrainian life. The first picture shows the battle between ""Tariffs should be higher"" and ""Tariffs should stay the same"" The second picture shows that both these options are beaten by ""Shortage of power""",,blackout,,Тарифи,"Цей мем свідчить про те, що тема енергодефіциту стала провідною в українському житті. На першому зображенні показана боротьба між «Тарифи повинні бути вищими» та «Тарифи мають залишитися незмінними». На другому зображенні показано, що обидва ці варіанти програють «Нестача електроенергії»",затемнення
june,2024,628,images/628.jpg,blackouts-3;tariffs;lights-on;planning;blackout;blackouts-2;before-and-after;blackouts,Russian missile attack led to blackouts in Ukraine,Air conditioner,"This shortage of power coincided with a heat wave in Ukraine. The text says: -Ukrenergo (Ukrainian energy company) asks not to turn on the air-conditioner (to save electricity) -Me, who never had any air-conditioner",,blackout,Російський ракетний удар призвів до знеструмлення в Україні,Кондиціонер,"Цей дефіцит електроенергії збігся з хвилею спеки в Україні. У тексті сказано: -Укренерго (Українська енергетична компанія) просить не вмикати кондиціонер (для економії електроенергії) -Мене, у якого ніколи не було кондиціонера",затемнення
june,2024,battleship,images/battleship.jpg,refineries,Ukraine successfully attacked Russian oil refinery industry,Battleship,"The meme is named ""Battleship 2024"" (named after famous board game where you need to destroy your opponent's ships) and pretends that Zelenskyy and Biden are playing this game. Zelenskyy says: ""Oil refinery in Rostov"" Biden says: ""Hit!""",,oil refinery,Україна успішно атакувала російську нафтопереробну промисловість,Броненосець,"Мем має назву «Броненосець 2024» (названий на честь відомої настільної гри, де потрібно знищувати кораблі супротивника) і вдає, що в цю гру грають Зеленський і Байден. Зеленський каже: «Нафтопереробний завод у Ростові» Байден каже: «Удар!»",нафтопереробний завод
july,2024,okhmatdyt,images/okhmatdyt.jpg,,"On July 8, Russia attacked Ukrainian largest children's hospital Okhmatdyt",Okhmatdyt,,,Okhmatdyt,8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит,Okhmatdyt,,Okhmatdyt
july,2024,refineries,images/refineries.jpg,battleship,Ukrainian attacks on Russian oil refineries continue,Refineries,,,oil refinery,Тривають українські атаки на російські нафтопереробні заводи,Нафтопереробні заводи,,нафтопереробний завод
july,2024,sun,images/sun.jpg,heat;borshch-2,The hot weather continued for several weeks,Sun,,,heat,Спекотна погода трималася кілька тижнів,сонце,,тепло
july,2024,before-and-after,images/before-and-after.jpg,blackout;blackouts-3;planning;tariffs;blackouts;628;edge;blackouts-2,,Before and after,Ukrainians had to become very inventive in order to survive. Translation: Ukrainians before the war: What is invertor? Ukrainians now: Now I will show you how to make an electric generator out of an oil lawnmower,,blackout,,До і після,"Українцям довелося стати дуже винахідливими, щоб вижити. Переклад: Українці перед війною: Що таке інвертор? Українці зараз: Зараз я вам покажу, як з масляної газонокосарки зробити електрогенератор",затемнення
july,2024,borshch-2,images/borshch-2.jpg,heat;sun,,Borshch,When you are eating UNESCO cultural heritage in such a heat,GONI,heat;borshch,,Borshch,Коли в таку спеку їси культурну спадщину ЮНЕСКО,тепло;borshch
july,2024,heat,images/heat.jpg,borshch-2;sun,Extreme heat reached Ukraine,Heat,"-Father, I have sinned -In such a heat?! You are crazy",,heat,Екстремальна спека досягла України,Тепло,"-Отче, я згрішив -В таку спеку?! Ти божевільний",тепло
august,2024,kursk-3,images/kursk-3.jpg,kursk;kursk-2,Russian government blocked YouTube in the country,Kursk,This meme is from Russian POV and says: 1. Suddenly YouTube started working 2. You hear Ukrainian language out of the window,,Kursk;YouTube,Уряд Росії заблокував YouTube у країні,Курськ,Цей мем із російського POV і говорить: 1. Раптом запрацював YouTube 2. З вікна чути українську мову,Курськ;YouTube
august,2024,kursk-2,images/kursk-2.jpg,kursk-3;kursk,Ukraine began its offensive in Russian Kursk region,Kursk,,,Kursk,Україна почала наступ на російську Курську область,Курськ,,Курськ
august,2024,kursk,images/kursk.webp,kursk-2;kursk-3,Ukraine began its offensive in Russian Kursk region,Kursk,"The meme shows how road workers are changing signs from Russian ""Kursk"" to Ukrainian ""Kurs'k""",,Kursk,Україна почала наступ на російську Курську область,Курськ,"У мемі показано, як дорожники змінюють знаки з російського «Курськ» на українське «Курск»",Курськ
august,2024,f-16-3,images/f-16-3.webp,f-16;f-16-2;aircraft_ramstein,In August Ukraine finally got its first F-16,F-16,-They? -Yep,GONI,F-16,У серпні Україна нарешті отримала свій перший F-16,Ф-16,-Вони? -Так,Ф-16
august,2024,f-16-2,images/f-16-2.webp,f-16;f-16-3;aircraft_ramstein,In August Ukraine finally got its first F-16,F-16,,,F-16,У серпні Україна нарешті отримала свій перший F-16,Ф-16,,Ф-16
august,2024,f-16,images/f-16.webp,f-16-3;aircraft_ramstein;f-16-2,In August Ukraine finally got its first F-16,F-16,,,F-16,У серпні Україна нарешті отримала свій перший F-16,Ф-16,,Ф-16
september,2024,677,images/677.jpg,shahed;jar-of-pickles,Ukraine attacked Russian missiles' warehouse in Toropovets,Toropovets,"Russian media said that the warehouse was hit by a ""drone fragment"" despite numerous photos and videos which proved that the attack was really successful. This meme shows the asteroid named ""Drone fragment"" hitting Toropovets.",,drone;Toropovets,Україна атакувала склад російських ракет у Торопівці,Тороповець,"Російські ЗМІ повідомляють, що в склад влучив «осколок безпілотника», незважаючи на численні фото і відео, які доводять, що атака дійсно була успішною. У цьому мемі показано, як астероїд під назвою «Фрагмент дрона» врізався в Тороповець.",дрон;Тороповець
september,2024,russian-helicopter,images/russian-helicopter.jpg,,Ukraine continues shooting down Russian helicopters,Russian Helicopter,,,,Україна продовжує збивати російські вертольоти,Російський вертоліт,,
september,2024,iphone,images/iphone.jpg,european-charles-michel-and-ukrainian-denys-shmygal,Iphone 16 announced,Iphone,"The new phone is very similar to the old one, just like Ukrainian PM Shmyhal and Charles Michel, ex-head of the European Council.",@NikZharov / X,Charles Michel;iphone;Shmyhal,Анонсовано Iphone 16,Iphone,"Новий телефон дуже схожий на старий, як і український прем’єр Шмигаль, і екс-глава Європейської ради Шарль Мішель.",Шарль Мішель;iphone;Шмигаль
september,2024,defence-intelligence,images/defence-intelligence.jpg,,Ukraine celebrated Defence Intelligence Day,Defence Intelligence,"Ukrainian Defence Intelligence's symbol is owl. Here we see a cat masterfully disguising itself among owls, symbolizing reconnaissance activities. The text says: ""Happy Defence Intelligence Day!""",,Defence intelligence;GUR,В Україні відзначили День військової розвідки,Оборонна розвідка,"Символом МО України є сова. Тут ми бачимо кота, який віртуозно маскується серед сов, символізуючи розвідувальну діяльність. У тексті сказано: «З Днем оборонної розвідки!»",Оборонна розвідка;ГУР
september,2024,weakness,images/weakness.jpg,scale-of-ukrainian-heroism;russian-tanks,Ukraine continues attacking Russia with multiple drones almost daily,Weakness,-Your biggest weakness? -Videos with catastrophes in Russia,,russia,Україна продовжує атакувати Росію з безлічі безпілотників майже щодня,Слабкість,- Ваша найбільша слабкість? -Відео з катастрофами в Росії,росія
october,2024,fundraising-for-nuclear,images/fundraising-for-nuclear.jpg,dirty-bomb;nato-or-nuclear;nafo-2;proton,,Fundraising for nuclear,"This meme depicts a famous Ukrainian volunteer Serhii Prytula. He is saying: ""This day has come, we are fundraising to purchase nuclear weapons""",,nuclear;Prytula,,Збір коштів на атомну,"У цьому мемі зображений відомий український волонтер Сергій Притула. Він каже: «Цей день настав, ми збираємо кошти на закупівлю ядерної зброї».",ядерний;Prytula
october,2024,nafo-2,images/nafo-2.jpg,dirty-bomb;fundraising-for-nuclear;proton;nato-or-nuclear,,NAFO,,,nuclear;NAFO,,НАФО,,ядерний;НАФО
october,2024,nato-or-nuclear,images/nato-or-nuclear.jpg,nafo-2;finland-nato;dirty-bomb;nato;proton;fundraising-for-nuclear,Zelensky told NATO members that Ukraine must either return to being a nuclear country or become a full member of NATO,NATO or nuclear,,,nuclear;NATO,"Зеленський заявив членам НАТО, що Україна має або повернутися до статусу ядерної країни, або стати повноправним членом НАТО",НАТО чи ядерна,,ядерний;НАТО
october,2024,last-day,images/last-day.jpg,,Ukraine adopted the law to cancel Daylight Savings Time switch,Last day,"The text says ""The daylight savings switch will be the last for Ukrainians"". That sounds a bit... ambiguously.",,daylight saving,В Україні ухвалили закон про скасування переходу на літній час,Останній день,У тексті сказано: «Перехід на літній та зимовий час стане для українців останнім». Це звучить трохи... двозначно.,літній час
november,2024,700000-2,images/700000-2.jpg,,,700000,,,700000;dead russian,,700000,,700000;мертвий росіянин
november,2024,700000,images/700000.jpg,250-000;russian-mobilization;500000;how-it-started,"700,000 Russian soldiers counted as combat losses",700000,,,dead russian;KIA,Бойовими втратами зараховано 700 тисяч російських солдатів,700000,,мертвий росіянин;KIA
